Date,Transaction type,Description,Paid out,Paid in,Balance
2016-04-27,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,817.84"
2016-04-28,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,814.95"
2016-04-28,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB 0000,£17.92,,"£1,797.03"
2016-04-29,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£216.18,"£2,013.21"
2016-04-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£2,000.21"
2016-04-29,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,997.32"
2016-04-29,Visa purchase,ARRIVA PASSENGER INTERNET GB 0000,£5.49,,"£1,991.83"
2016-04-29,Contactless Payment,ICELAND HEMEL HEMPSTE GB 0000,£19.05,,"£1,972.78"
2016-04-30,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£1.70,,"£1,971.08"
2016-04-30,Contactless Payment,DELIMARCHE ST ALBANS GB 0000,£2.89,,"£1,968.19"
2016-04-30,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB 0000,£27.24,,"£1,940.95"
2016-05-02,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB 0000,£5.90,,"£1,935.05"
2016-05-03,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£1,885.05"
2016-05-03,Visa purchase,ITUNES.COM/BILL ITUNES.COM LU 0000,£25.99,,"£1,859.06"
2016-05-05,Visa purchase,ARRIVA PASSENGER INTERNET GB,£5.49,,"£1,853.57"
2016-05-05,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£6.42,,"£1,847.15"
2016-05-05,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£19.80,,"£1,827.35"
2016-05-06,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£259.02,"£2,086.37"
2016-05-06,Visa purchase,ARRIVA PASSENGER INTERNET GB,£5.49,,"£2,080.88"
2016-05-07,Contactless Payment,DELIMARCHE ST ALBANS GB,£3.75,,"£2,077.13"
2016-05-07,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,£18.03,,"£2,059.10"
2016-05-09,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£1.50,,"£2,057.60"
2016-05-09,Contactless Payment,TESCO STORES 3343 WARNERS END GB,£4.47,,"£2,053.13"
2016-05-09,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£11.73,,"£2,041.40"
2016-05-09,Visa purchase,ITUNES.COM/BILL ITUNES.COM LU,£22.99,,"£2,018.41"
2016-05-10,Payment to,PAUL ROSE,£15.00,,"£2,003.41"
2016-05-10,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£2,000.52"
2016-05-10,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£42.00,,"£1,958.52"
2016-05-11,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£1,955.63"
2016-05-11,Visa purchase,GOOGLE *UDEMY INC g.co/payhelp# GB,£15.64,,"£1,939.99"
2016-05-12,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£1,937.10"
2016-05-12,Visa purchase,ARRIVA PASSENGER INTERNET GB,£5.49,,"£1,931.61"
2016-05-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£13.12,,"£1,918.49"
2016-05-13,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£217.90,"£2,136.39"
2016-05-13,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£22.84,,"£2,113.55"
2016-05-14,ATM Withdrawal LINK,ATM Withdrawal LINK,£30.00,,"£2,083.55"
2016-05-16,ATM Withdrawal LINK,Withdrawal 14 May 2016,£20.00,,"£2,063.55"
2016-05-16,Direct debit VIRGIN MEDIA PYMTS,VIRGIN MEDIA PYMTS,£44.74,,"£2,018.81"
2016-05-16,Visa purchase,ESSO HALL PARK SS HERTFORDSHIRE GB,£10.00,,"£2,008.81"
2016-05-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,£39.39,,"£1,969.42"
2016-05-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£42.50,,"£1,926.92"
2016-05-18,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£1,924.03"
2016-05-19,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£1,921.14"
2016-05-19,Visa purchase,ARRIVA PASSENGER INTERNET GB,£6.10,,"£1,915.04"
2016-05-19,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£6.32,,"£1,908.72"
2016-05-20,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£258.51,"£2,167.23"
2016-05-20,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£2,164.34"
2016-05-20,Visa purchase,ARRIVA PASSENGER INTERNET GB,£6.10,,"£2,158.24"
2016-05-20,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£28.47,,"£2,129.77"
2016-05-21,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£2,126.88"
2016-05-21,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£20.99,,"£2,105.89"
2016-05-23,ATM Withdrawal LINK,Withdrawal 21 May 2016,£30.00,,"£2,075.89"
2016-05-23,Visa purchase,VERANDAH RESTAURANT BERKHAMSTED GB,£22.00,,"£2,053.89"
2016-05-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL,£7.49,,"£2,046.40"
2016-05-23,Visa purchase,TESCO STORES 3343 HEMEL HEMPSTE GB,£10.84,,"£2,035.56"
2016-05-23,Visa purchase,DATACAMP INC. 4158419347 US 25.000000 USD at 1.45518,£17.18,,"£2,018.38"
2016-05-24,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£2,015.49"
2016-05-25,Contactless Payment,DELIMARCHE ST ALBANS GB,£3.76,,"£2,011.73"
2016-05-25,Visa purchase,ARRIVA PASSENGER INTERNET GB,£6.10,,"£2,005.63"
2016-05-25,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£6.90,,"£1,998.73"
2016-05-26,Contactless Payment,DELIMARCHE ST ALBANS GB,£3.76,,"£1,994.97"
2016-05-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£14.25,,"£1,980.72"
2016-05-27,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£259.36,"£2,240.08"
2016-05-27,Visa purchase,ARRIVA PASSENGER INTERNET GB,£6.10,,"£2,233.98"
2016-05-28,Visa purchase,ALDI 775 88 HEMEL HEMPSTE GB,£36.55,,"£2,197.43"
2016-05-30,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£16.48,,"£2,180.95"
2016-05-31,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£2,167.95"
2016-06-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£2,117.95"
2016-06-01,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,£14.30,,"£2,103.65"
2016-06-02,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£2,100.76"
2016-06-02,Visa purchase,ARRIVA PASSENGER INTERNET GB,£6.10,,"£2,094.66"
2016-06-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£14.34,,"£2,080.32"
2016-06-03,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£261.60,"£2,341.92"
2016-06-03,Visa purchase,ARRIVA PASSENGER INTERNET GB,£6.10,,"£2,335.82"
2016-06-03,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£8.25,,"£2,327.57"
2016-06-06,Visa purchase,TESCO PAYAT PUMP 3719 H HEMPSTEAD GB,£10.13,,"£2,317.44"
2016-06-06,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£41.04,,"£2,276.40"
2016-06-06,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£6.50,,"£2,269.90"
2016-06-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£13.33,,"£2,256.57"
2016-06-10,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£211.92,"£2,468.49"
2016-06-11,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.79,,"£2,465.70"
2016-06-11,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£5.45,,"£2,460.25"
2016-06-13,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£8.89,,"£2,451.36"
2016-06-13,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£15.33,,"£2,436.03"
2016-06-17,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£261.11,"£2,697.14"
2016-06-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,£36.19,,"£2,660.95"
2016-06-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£16.25,,"£2,644.70"
2016-06-20,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£25.38,,"£2,619.32"
2016-06-20,Visa purchase,ASH NEWSAGENTS 01442255575 GB,£4.25,,"£2,615.07"
2016-06-20,Contactless Payment,TESCO STORES 3343 WARNERS END GB,£8.66,,"£2,606.41"
2016-06-21,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£2,603.52"
2016-06-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,£7.49,,"£2,596.03"
2016-06-23,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.89,,"£2,593.14"
2016-06-23,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,£17.92,,"£2,575.22"
2016-06-24,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£257.73,"£2,832.95"
2016-06-24,Visa purchase,BESTSNUS.COM STOCKHOLM SE 38.390000 EUR at 1.29565,£29.63,,"£2,803.32"
2016-06-24,Non-Sterling transaction fee,Non-Sterling transaction fee,£0.59,,"£2,802.73"
2016-06-24,Contactless Payment,DELIMARCHE ST ALBANS GB,£3.15,,"£2,799.58"
2016-06-25,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,£51.65,,"£2,747.93"
2016-06-25,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.00,,"£2,745.93"
2016-06-27,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£33.19,,"£2,712.74"
2016-06-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£2,699.74"
2016-06-29,Contactless Payment,MCDONALDS HEMEL HEMPSTE GB,£9.96,,"£2,689.78"
2016-06-29,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£22.84,,"£2,666.94"
2016-07-01,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£264.76,"£2,931.70"
2016-07-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£2,881.70"
2016-07-01,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£9.24,,"£2,872.46"
2016-07-01,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£21.95,,"£2,850.51"
2016-07-01,Visa purchase,EMPIRECINEMAS.CO.U 0844 8846740 GB,£25.90,,"£2,824.61"
2016-07-02,Contactless Payment,TESCO STORES 3343 WARNERS END GB,£18.32,,"£2,806.29"
2016-07-04,Contactless Payment,TESCO STORES-2089 BERKHAMSTED GB,£6.90,,"£2,799.39"
2016-07-04,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£15.72,,"£2,783.67"
2016-07-04,Visa purchase,TESCO PFS 3719 H HEMPSTEAD GB,£40.27,,"£2,743.40"
2016-07-05,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£4.49,,"£2,738.91"
2016-07-06,Contactless Payment,TESCO STORES 3343 WARNERS END GB,£18.35,,"£2,720.56"
2016-07-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£6.90,,"£2,713.66"
2016-07-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£7.29,,"£2,706.37"
2016-07-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£49.34,,"£2,657.03"
2016-07-08,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£186.62,"£2,843.65"
2016-07-08,Visa purchase,VILLAGE STORE BERKHAMSTED GB,£9.29,,"£2,834.36"
2016-07-09,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£12.85,,"£2,821.51"
2016-07-11,ATM Withdrawal LINK,ATM Withdrawal LINK,£130.00,,"£2,691.51"
2016-07-11,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£14.74,,"£2,676.77"
2016-07-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£15.95,,"£2,660.82"
2016-07-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£1.94,,"£2,658.88"
2016-07-15,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£414.90,"£3,073.78"
2016-07-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£11.05,,"£3,062.73"
2016-07-16,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£3,059.93"
2016-07-16,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£189.99,,"£2,869.94"
2016-07-16,ATM Withdrawal LINK,ATM Withdrawal LINK,£30.00,,"£2,839.94"
2016-07-18,Direct debit EE & T-MOBILE,EE & T-MOBILE,£38.59,,"£2,801.35"
2016-07-18,Contactless Payment,TESCO STORE 2089 BERKHAMSTED GB,£14.93,,"£2,786.42"
2016-07-18,Visa purchase,PIZZA EXPRESS BERKHAMSTED 1 GB,£23.66,,"£2,762.76"
2016-07-18,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£3.08,,"£2,759.68"
2016-07-18,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£6.75,,"£2,752.93"
2016-07-19,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£5.99,,"£2,746.94"
2016-07-19,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£7.99,,"£2,738.95"
2016-07-19,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£242.99,,"£2,495.96"
2016-07-21,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£32.78,,"£2,463.18"
2016-07-22,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£185.43,"£2,648.61"
2016-07-22,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£2,645.96"
2016-07-23,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.90,,"£2,643.06"
2016-07-23,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,£7.49,,"£2,635.57"
2016-07-25,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£15.49,,"£2,620.08"
2016-07-26,Contactless Payment,DELIMARCHE ST ALBANS GB,£1.70,,"£2,618.38"
2016-07-26,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£2,615.58"
2016-07-26,Contactless Payment,SHELL REDBOURN 006 ST ALBANS GB,£20.01,,"£2,595.57"
2016-07-27,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.00,,"£2,593.57"
2016-07-27,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,£9.71,,"£2,583.86"
2016-07-28,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£2,581.06"
2016-07-29,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£345.26,"£2,926.32"
2016-07-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£2,913.32"
2016-07-29,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£2,910.67"
2016-07-29,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£6.50,,"£2,904.17"
2016-07-29,Visa purchase,FUNKYPIGEON.COM SWINDON GB,£6.98,,"£2,897.19"
2016-07-29,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£24.94,,"£2,872.25"
2016-07-29,Visa purchase,CO-OP GROUP 180253 Long Chaulden GB,£31.96,,"£2,840.29"
2016-07-30,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.00,,"£2,838.29"
2016-08-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£2,788.29"
2016-08-01,Visa purchase,WAITROSE 223 BERKHAMSTED GB,£10.42,,"£2,777.87"
2016-08-01,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£14.22,,"£2,763.65"
2016-08-02,Bank credit A Ginger,Credit 01 August 2016,,£35.00,"£2,798.65"
2016-08-02,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£17.98,,"£2,780.67"
2016-08-03,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£2,777.87"
2016-08-03,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£16.99,,"£2,760.88"
2016-08-04,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£2,750.88"
2016-08-05,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£347.04,"£3,097.92"
2016-08-05,Visa Credit,Amazon UK Marketplace 800-279-6620 LU,,£189.99,"£3,287.91"
2016-08-05,Contactless Payment,BOOTS 0739 HEMEL HEMPSTE GB,£9.85,,"£3,278.06"
2016-08-05,Contactless Payment,TESCO STORES 6446 HEMEL HEMPSTE GB,£13.29,,"£3,264.77"
2016-08-05,Visa purchase,NEXT 0415 HEMEL HEMP H H/STEAD GB,£15.05,,"£3,249.72"
2016-08-06,Visa purchase,T K MAXX HEMEL HEMSTEA GB,£16.99,,"£3,232.73"
2016-08-06,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.00,,"£3,230.73"
2016-08-08,ATM Withdrawal LINK,Withdrawal 07 August 2016,£60.00,,"£3,170.73"
2016-08-08,Contactless Payment,WM MORRISON PLC BRIGHTON GB,£16.85,,"£3,153.88"
2016-08-08,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£11.73,,"£3,142.15"
2016-08-08,Visa purchase,CORNER CAFE BRIGHTON BN2 GB,£14.00,,"£3,128.15"
2016-08-09,Payment to,PAUL ROSE,£19.50,,"£3,108.65"
2016-08-09,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£7.06,,"£3,101.59"
2016-08-10,Contactless Payment,DELIMARCHE ST ALBANS GB,£3.59,,"£3,098.00"
2016-08-10,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,£9.31,,"£3,088.69"
2016-08-11,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,078.69"
2016-08-11,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£11.66,,"£3,067.03"
2016-08-12,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£307.62,"£3,374.65"
2016-08-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£14.06,,"£3,360.59"
2016-08-15,Contactless Payment,THE PLOUGH BERKHAMSTED GB,£7.90,,"£3,352.69"
2016-08-15,Visa purchase GOOGLE *Tinder,GOOGLE *Tinder g.co/payhelp# GB,£3.10,,"£3,349.59"
2016-08-15,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£14.07,,"£3,335.52"
2016-08-15,Visa purchase,SHELL DACORUM HEMEL HEMPSTE GB,£30.00,,"£3,305.52"
2016-08-16,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£7.95,,"£3,297.57"
2016-08-16,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£34.99,,"£3,262.58"
2016-08-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,£39.79,,"£3,222.79"
2016-08-17,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,212.79"
2016-08-17,Visa purchase,AMAZON UK RETAIL AMAZON.C AMAZON.CO.UK LU,£8.97,,"£3,203.82"
2016-08-17,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£3,201.02"
2016-08-17,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£4.99,,"£3,196.03"
2016-08-17,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£5.99,,"£3,190.04"
2016-08-17,Visa purchase,MARKS&SPENCER PLC INTERNET GB,£8.00,,"£3,182.04"
2016-08-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£18.47,,"£3,163.57"
2016-08-17,Visa purchase,T K MAXX HEMEL HEMSTEA GB,£42.03,,"£3,121.54"
2016-08-17,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,111.54"
2016-08-18,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£3,108.74"
2016-08-19,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£262.99,"£3,371.73"
2016-08-19,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£20.71,,"£3,351.02"
2016-08-20,Contactless Payment,DELIMARCHE ST ALBANS GB,£0.85,,"£3,350.17"
2016-08-22,ATM Withdrawal LINK,Withdrawal 20 August 2016,£30.00,,"£3,320.17"
2016-08-22,Visa purchase,CINEWORLD CINEMAS HEMEL HEMPSTE GB,£5.95,,"£3,314.22"
2016-08-22,Contactless Payment,THE PLOUGH BERKHAMSTED GB,£7.90,,"£3,306.32"
2016-08-22,Contactless Payment,THE GOAT BERKHAMSTED GB,£10.00,,"£3,296.32"
2016-08-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,£7.49,,"£3,288.83"
2016-08-23,Contactless Payment,TESCO-STORES-6207 ST ALBANS GB,£7.61,,"£3,281.22"
2016-08-24,Contactless Payment,ICELAND HEMEL HEMPSTE GB,£14.50,,"£3,266.72"
2016-08-25,ATM Withdrawal NAT WEST,ATM Withdrawal NAT WEST,£30.00,,"£3,236.72"
2016-08-25,Contactless Payment,MARKS&SPENCER PLC SACA ST ALBANS GB,£2.80,,"£3,233.92"
2016-08-26,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£257.94,"£3,491.86"
2016-08-26,Visa purchase,MARKS&SPENCER PLC SACA ST ALBANS GB,£2.80,,"£3,489.06"
2016-08-26,Visa purchase,WATERSTONES ST ALBANS GB,£31.05,,"£3,458.01"
2016-08-27,Contactless Payment,ICELAND HEMEL HEMPSTE GB,£13.00,,"£3,445.01"
2016-08-27,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£15.31,,"£3,429.70"
2016-08-30,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,£13.00,,"£3,416.70"
2016-08-30,ATM Withdrawal HSBC,ATM Withdrawal HSBC,£30.00,,"£3,386.70"
2016-08-31,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,£1.69,,"£3,385.01"
2016-08-31,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,£15.99,,"£3,369.02"
2016-08-31,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£16.06,,"£3,352.96"
2016-09-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,£50.00,,"£3,302.96"
2016-09-01,Contactless Payment,TESCO-STORES 6207 ST ALBANS GB,£5.08,,"£3,297.88"
2016-09-02,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£228.29,"£3,526.17"
2016-09-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£21.48,,"£3,504.69"
2016-09-03,Visa purchase,REDBUBBLECOM 8778877815 GB,£21.11,,"£3,483.58"
2016-09-03,Visa purchase,VILLAGE STORE BERKHAMSTED GB,£6.85,,"£3,476.73"
2016-09-03,Contactless Payment,TESCO STORES 3343 WARNERS END GB,£12.90,,"£3,463.83"
2016-09-05,Visa purchase,VILLAGE STORE BERKHAMSTED GB,£10.49,,"£3,453.34"
2016-09-05,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,£33.10,,"£3,420.24"
2016-09-05,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£8.10,,"£3,412.14"
2016-09-06,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.80,,"£3,409.34"
2016-09-07,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£3,399.34"
2016-09-07,Contactless Payment,DELIMARCHE ST ALBANS GB,£1.49,,"£3,397.85"
2016-09-07,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£3,395.20"
2016-09-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£38.29,,"£3,356.91"
2016-09-09,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£42.40,"£3,399.31"
2016-09-09,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£9.99,,"£3,389.32"
2016-09-10,ATM Withdrawal LINK,ATM Withdrawal LINK,£50.00,,"£3,339.32"
2016-09-12,Visa purchase,WAITROSE 223 BERKHAMSTED GB,£32.53,,"£3,306.79"
2016-09-12,Visa purchase,VILLAGE STORE BERKHAMSTED GB,£5.87,,"£3,300.92"
2016-09-12,Visa purchase AMAZON UK PRIME AMZN.CO.U,AMAZON UK PRIME AMZN.CO.U AMZN.CO.UK/PM LU,£79.00,,"£3,221.92"
2016-09-13,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£5.29,,"£3,216.63"
2016-09-13,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,£39.99,,"£3,176.64"
2016-09-14,Contactless Payment,DELIMARCHE ST ALBANS GB,£1.49,,"£3,175.15"
2016-09-14,Contactless Payment,DELIMARCHE ST ALBANS GB,£3.75,,"£3,171.40"
2016-09-14,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,£64.99,,"£3,106.41"
2016-09-15,Contactless Payment,ICELAND HEMEL HEMPSTE GB,£2.00,,"£3,104.41"
2016-09-15,Contactless Payment,DELIMARCHE ST ALBANS GB,£2.65,,"£3,101.76"
2016-09-15,Visa purchase,AMAZON UK RETAIL AMAZON.C AMAZON.CO.UK LU,£3.99,,"£3,097.77"
2016-09-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,£7.97,,"£3,089.80"
2016-09-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£12.40,,"£3,077.40"
2016-09-15,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,£15.99,,"£3,061.41"
2016-09-16,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,£42.40,"£3,103.81"
2016-09-17,Visa purchase,MARTINS POND BERKHAMPSTEAD GB,£5.00,,"£3,098.81"
2016-09-17,Visa purchase,MARTINS POND BERKHAMPSTEAD GB,£23.00,,"£3,075.81"
2016-09-19,ATM Withdrawal LINK,Withdrawal 17 September 2016,£40.00,,"£3,035.81"
2016-09-19,Direct debit EE & T-MOBILE,EE & T-MOBILE,£38.59,,"£2,997.22"
2016-09-19,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£4.08,,"£2,993.14"
2016-09-19,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,£7.65,,"£2,985.49"
2016-09-20,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£20.53,,"£2,964.96"
2016-09-20,Visa purchase,MARKS&SPENCER PLC INTERNET GB,£84.00,,"£2,880.96"
2016-09-22,ATM Withdrawal LINK,ATM Withdrawal LINK,£10.00,,"£2,870.96"
2016-09-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,£7.49,,"£2,863.47"
2016-09-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,£15.07,,"£2,848.40"
