Date,Transaction type,Description,Paid out,Paid in,Balance
2016-05-21,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,20.99,,2105.89
2016-05-23,ATM Withdrawal LINK,Withdrawal 21 May 2016,30.00,,2075.89
2016-05-23,Visa purchase,VERANDAH RESTAURANT BERKHAMSTED GB,22.00,,2053.89
2016-05-23,Visa purchase NETFLIX.COM,NETFLIX.COM 0800 096 6380 NL,7.49,,2046.40
2016-05-23,Visa purchase,TESCO STORES 3343 HEMEL HEMPSTE GB,10.84,,2035.56
2016-05-23,Visa purchase,DATACAMP INC. 4158419347 US 25.000000 USD at 1.45518,17.18,,2018.38
2016-05-24,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,2015.49
2016-05-25,Contactless Payment,DELIMARCHE ST ALBANS GB,3.76,,2011.73
2016-05-25,Visa purchase,ARRIVA PASSENGER INTERNET GB,6.10,,2005.63
2016-05-25,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,6.90,,1998.73
2016-05-26,Contactless Payment,DELIMARCHE ST ALBANS GB,3.76,,1994.97
2016-05-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,14.25,,1980.72
2016-05-27,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,259.36,2240.08
2016-05-27,Visa purchase,ARRIVA PASSENGER INTERNET GB,6.10,,2233.98
2016-05-28,Visa purchase,ALDI 775 88 HEMEL HEMPSTE GB,36.55,,2197.43
2016-05-30,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,16.48,,2180.95
2016-05-31,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,2167.95
2016-06-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,2117.95
2016-06-01,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,14.30,,2103.65
2016-06-02,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,2100.76
2016-06-02,Visa purchase,ARRIVA PASSENGER INTERNET GB,6.10,,2094.66
2016-06-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,14.34,,2080.32
2016-06-03,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,261.60,2341.92
2016-06-03,Visa purchase,ARRIVA PASSENGER INTERNET GB,6.10,,2335.82
2016-06-03,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,8.25,,2327.57
2016-06-06,Visa purchase,TESCO PAYAT PUMP 3719 H HEMPSTEAD GB,10.13,,2317.44
2016-06-06,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,41.04,,2276.40
2016-06-06,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,6.50,,2269.90
2016-06-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,13.33,,2256.57
2016-06-10,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,211.92,2468.49
2016-06-11,Contactless Payment,DELIMARCHE ST ALBANS GB,2.79,,2465.70
2016-06-11,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,5.45,,2460.25
2016-06-13,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,8.89,,2451.36
2016-06-13,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,15.33,,2436.03
2016-06-17,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,261.11,2697.14
2016-06-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,36.19,,2660.95
2016-06-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,16.25,,2644.70
2016-06-20,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,25.38,,2619.32
2016-06-20,Visa purchase,ASH NEWSAGENTS 01442255575 GB,4.25,,2615.07
2016-06-20,Contactless Payment,TESCO STORES 3343 WARNERS END GB,8.66,,2606.41
2016-06-21,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,2603.52
2016-06-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,7.49,,2596.03
2016-06-23,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,2593.14
2016-06-23,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,17.92,,2575.22
2016-06-24,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,257.73,2832.95
2016-06-24,Visa purchase,BESTSNUS.COM STOCKHOLM SE 38.390000 EUR at 1.29565,29.63,,2803.32
2016-06-24,Non-Sterling transaction fee,Non-Sterling transaction fee,0.59,,2802.73
2016-06-24,Contactless Payment,DELIMARCHE ST ALBANS GB,3.15,,2799.58
2016-06-25,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,ATM Withdrawal LINK Inc charge from ATM Owner 1.650000,51.65,,2747.93
2016-06-25,Contactless Payment,DELIMARCHE ST ALBANS GB,2.00,,2745.93
2016-06-27,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,33.19,,2712.74
2016-06-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,2699.74
2016-06-29,Contactless Payment,MCDONALDS HEMEL HEMPSTE GB,9.96,,2689.78
2016-06-29,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,22.84,,2666.94
2016-07-01,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,264.76,2931.70
2016-07-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,2881.70
2016-07-01,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,9.24,,2872.46
2016-07-01,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,21.95,,2850.51
2016-07-01,Visa purchase,EMPIRECINEMAS.CO.U 0844 8846740 GB,25.90,,2824.61
2016-07-02,Contactless Payment,TESCO STORES 3343 WARNERS END GB,18.32,,2806.29
2016-07-04,Contactless Payment,TESCO STORES-2089 BERKHAMSTED GB,6.90,,2799.39
2016-07-04,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,15.72,,2783.67
2016-07-04,Visa purchase,TESCO PFS 3719 H HEMPSTEAD GB,40.27,,2743.40
2016-07-05,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,4.49,,2738.91
2016-07-06,Contactless Payment,TESCO STORES 3343 WARNERS END GB,18.35,,2720.56
2016-07-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,6.90,,2713.66
2016-07-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,7.29,,2706.37
2016-07-07,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,49.34,,2657.03
2016-07-08,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,186.62,2843.65
2016-07-08,Visa purchase,VILLAGE STORE BERKHAMSTED GB,9.29,,2834.36
2016-07-09,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,12.85,,2821.51
2016-07-11,ATM Withdrawal LINK,ATM Withdrawal LINK,130.00,,2691.51
2016-07-11,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,14.74,,2676.77
2016-07-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,15.95,,2660.82
2016-07-14,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,1.94,,2658.88
2016-07-15,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,414.90,3073.78
2016-07-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,11.05,,3062.73
2016-07-16,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,3059.93
2016-07-16,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,189.99,,2869.94
2016-07-16,ATM Withdrawal LINK,ATM Withdrawal LINK,30.00,,2839.94
2016-07-18,Direct debit EE & T-MOBILE,EE & T-MOBILE,38.59,,2801.35
2016-07-18,Contactless Payment,TESCO STORE 2089 BERKHAMSTED GB,14.93,,2786.42
2016-07-18,Visa purchase,PIZZA EXPRESS BERKHAMSTED 1 GB,23.66,,2762.76
2016-07-18,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,3.08,,2759.68
2016-07-18,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,6.75,,2752.93
2016-07-19,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,5.99,,2746.94
2016-07-19,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,7.99,,2738.95
2016-07-19,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,242.99,,2495.96
2016-07-21,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,32.78,,2463.18
2016-07-22,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,185.43,2648.61
2016-07-22,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,2645.96
2016-07-23,Contactless Payment,DELIMARCHE ST ALBANS GB,2.90,,2643.06
2016-07-23,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,7.49,,2635.57
2016-07-25,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,15.49,,2620.08
2016-07-26,Contactless Payment,DELIMARCHE ST ALBANS GB,1.70,,2618.38
2016-07-26,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,2615.58
2016-07-26,Contactless Payment,SHELL REDBOURN 006 ST ALBANS GB,20.01,,2595.57
2016-07-27,Contactless Payment,DELIMARCHE ST ALBANS GB,2.00,,2593.57
2016-07-27,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,9.71,,2583.86
2016-07-28,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,2581.06
2016-07-29,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,345.26,2926.32
2016-07-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,2913.32
2016-07-29,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,2910.67
2016-07-29,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,6.50,,2904.17
2016-07-29,Visa purchase,FUNKYPIGEON.COM SWINDON GB,6.98,,2897.19
2016-07-29,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,24.94,,2872.25
2016-07-29,Visa purchase,CO-OP GROUP 180253 Long Chaulden GB,31.96,,2840.29
2016-07-30,Contactless Payment,DELIMARCHE ST ALBANS GB,2.00,,2838.29
2016-08-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,2788.29
2016-08-01,Visa purchase,WAITROSE 223 BERKHAMSTED GB,10.42,,2777.87
2016-08-01,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,14.22,,2763.65
2016-08-02,Bank credit A Ginger,Credit 01 August 2016,,35.00,2798.65
2016-08-02,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,17.98,,2780.67
2016-08-03,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,2777.87
2016-08-03,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,16.99,,2760.88
2016-08-04,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,2750.88
2016-08-05,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,347.04,3097.92
2016-08-05,Visa Credit,Amazon UK Marketplace 800-279-6620 LU,,189.99,3287.91
2016-08-05,Contactless Payment,BOOTS 0739 HEMEL HEMPSTE GB,9.85,,3278.06
2016-08-05,Contactless Payment,TESCO STORES 6446 HEMEL HEMPSTE GB,13.29,,3264.77
2016-08-05,Visa purchase,NEXT 0415 HEMEL HEMP H H/STEAD GB,15.05,,3249.72
2016-08-06,Visa purchase,T K MAXX HEMEL HEMSTEA GB,16.99,,3232.73
2016-08-06,Contactless Payment,DELIMARCHE ST ALBANS GB,2.00,,3230.73
2016-08-08,ATM Withdrawal LINK,Withdrawal 07 August 2016,60.00,,3170.73
2016-08-08,Contactless Payment,WM MORRISON PLC BRIGHTON GB,16.85,,3153.88
2016-08-08,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,11.73,,3142.15
2016-08-08,Visa purchase,CORNER CAFE BRIGHTON BN2 GB,14.00,,3128.15
2016-08-09,Payment to,PAUL ROSE,19.50,,3108.65
2016-08-09,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,7.06,,3101.59
2016-08-10,Contactless Payment,DELIMARCHE ST ALBANS GB,3.59,,3098.00
2016-08-10,Contactless Payment,ALDI 775 88 HEMEL HEMPSTE GB,9.31,,3088.69
2016-08-11,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3078.69
2016-08-11,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,11.66,,3067.03
2016-08-12,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,307.62,3374.65
2016-08-12,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,14.06,,3360.59
2016-08-15,Contactless Payment,THE PLOUGH BERKHAMSTED GB,7.90,,3352.69
2016-08-15,Visa purchase GOOGLE *Tinder,GOOGLE *Tinder g.co/payhelp# GB,3.10,,3349.59
2016-08-15,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,14.07,,3335.52
2016-08-15,Visa purchase,SHELL DACORUM HEMEL HEMPSTE GB,30.00,,3305.52
2016-08-16,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,7.95,,3297.57
2016-08-16,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,34.99,,3262.58
2016-08-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,39.79,,3222.79
2016-08-17,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3212.79
2016-08-17,Visa purchase,AMAZON UK RETAIL AMAZON.C AMAZON.CO.UK LU,8.97,,3203.82
2016-08-17,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,3201.02
2016-08-17,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,4.99,,3196.03
2016-08-17,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,5.99,,3190.04
2016-08-17,Visa purchase,MARKS&SPENCER PLC INTERNET GB,8.00,,3182.04
2016-08-17,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,18.47,,3163.57
2016-08-17,Visa purchase,T K MAXX HEMEL HEMSTEA GB,42.03,,3121.54
2016-08-17,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3111.54
2016-08-18,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,3108.74
2016-08-19,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,262.99,3371.73
2016-08-19,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,20.71,,3351.02
2016-08-20,Contactless Payment,DELIMARCHE ST ALBANS GB,0.85,,3350.17
2016-08-22,ATM Withdrawal LINK,Withdrawal 20 August 2016,30.00,,3320.17
2016-08-22,Visa purchase,CINEWORLD CINEMAS HEMEL HEMPSTE GB,5.95,,3314.22
2016-08-22,Contactless Payment,THE PLOUGH BERKHAMSTED GB,7.90,,3306.32
2016-08-22,Contactless Payment,THE GOAT BERKHAMSTED GB,10.00,,3296.32
2016-08-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,7.49,,3288.83
2016-08-23,Contactless Payment,TESCO-STORES-6207 ST ALBANS GB,7.61,,3281.22
2016-08-24,Contactless Payment,ICELAND HEMEL HEMPSTE GB,14.50,,3266.72
2016-08-25,ATM Withdrawal NAT WEST,ATM Withdrawal NAT WEST,30.00,,3236.72
2016-08-25,Contactless Payment,MARKS&SPENCER PLC SACA ST ALBANS GB,2.80,,3233.92
2016-08-26,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,257.94,3491.86
2016-08-26,Visa purchase,MARKS&SPENCER PLC SACA ST ALBANS GB,2.80,,3489.06
2016-08-26,Visa purchase,WATERSTONES ST ALBANS GB,31.05,,3458.01
2016-08-27,Contactless Payment,ICELAND HEMEL HEMPSTE GB,13.00,,3445.01
2016-08-27,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,15.31,,3429.70
2016-08-30,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,3416.70
2016-08-30,ATM Withdrawal HSBC,ATM Withdrawal HSBC,30.00,,3386.70
2016-08-31,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,1.69,,3385.01
2016-08-31,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,15.99,,3369.02
2016-08-31,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,16.06,,3352.96
2016-09-01,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,3302.96
2016-09-01,Contactless Payment,TESCO-STORES 6207 ST ALBANS GB,5.08,,3297.88
2016-09-02,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,228.29,3526.17
2016-09-02,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,21.48,,3504.69
2016-09-03,Visa purchase,REDBUBBLECOM 8778877815 GB,21.11,,3483.58
2016-09-03,Visa purchase,VILLAGE STORE BERKHAMSTED GB,6.85,,3476.73
2016-09-03,Contactless Payment,TESCO STORES 3343 WARNERS END GB,12.90,,3463.83
2016-09-05,Visa purchase,VILLAGE STORE BERKHAMSTED GB,10.49,,3453.34
2016-09-05,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,33.10,,3420.24
2016-09-05,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,8.10,,3412.14
2016-09-06,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,3409.34
2016-09-07,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3399.34
2016-09-07,Contactless Payment,DELIMARCHE ST ALBANS GB,1.49,,3397.85
2016-09-07,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,3395.20
2016-09-08,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,38.29,,3356.91
2016-09-09,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,42.40,3399.31
2016-09-09,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,9.99,,3389.32
2016-09-10,ATM Withdrawal LINK,ATM Withdrawal LINK,50.00,,3339.32
2016-09-12,Visa purchase,WAITROSE 223 BERKHAMSTED GB,32.53,,3306.79
2016-09-12,Visa purchase,VILLAGE STORE BERKHAMSTED GB,5.87,,3300.92
2016-09-12,Visa purchase AMAZON UK PRIME AMZN.CO.U,AMAZON UK PRIME AMZN.CO.U AMZN.CO.UK/PM LU,79.00,,3221.92
2016-09-13,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,5.29,,3216.63
2016-09-13,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,39.99,,3176.64
2016-09-14,Contactless Payment,DELIMARCHE ST ALBANS GB,1.49,,3175.15
2016-09-14,Contactless Payment,DELIMARCHE ST ALBANS GB,3.75,,3171.40
2016-09-14,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,64.99,,3106.41
2016-09-15,Contactless Payment,ICELAND HEMEL HEMPSTE GB,2.00,,3104.41
2016-09-15,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,3101.76
2016-09-15,Visa purchase,AMAZON UK RETAIL AMAZON.C AMAZON.CO.UK LU,3.99,,3097.77
2016-09-15,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,7.97,,3089.80
2016-09-15,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,12.40,,3077.40
2016-09-15,Visa purchase,PLAYSTATIONNETWORK INTERNET GB,15.99,,3061.41
2016-09-16,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,42.40,3103.81
2016-09-17,Visa purchase,MARTINS POND BERKHAMPSTEAD GB,5.00,,3098.81
2016-09-17,Visa purchase,MARTINS POND BERKHAMPSTEAD GB,23.00,,3075.81
2016-09-19,ATM Withdrawal LINK,Withdrawal 17 September 2016,40.00,,3035.81
2016-09-19,Direct debit EE & T-MOBILE,EE & T-MOBILE,38.59,,2997.22
2016-09-19,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,4.08,,2993.14
2016-09-19,Contactless Payment,TESCO STORES 3343 HEMEL HEMPSTE GB,7.65,,2985.49
2016-09-20,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,20.53,,2964.96
2016-09-20,Visa purchase,MARKS&SPENCER PLC INTERNET GB,84.00,,2880.96
2016-09-22,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,2870.96
2016-09-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,7.49,,2863.47
2016-09-22,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,15.07,,2848.40
2016-09-23,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,295.62,3144.02
2016-09-23,Contactless Payment,ICELAND HEMEL HEMPSTE GB,5.50,,3138.52
2016-09-23,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,8.49,,3130.03
2016-09-23,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,8.79,,3121.24
2016-09-24,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,39.22,,3082.02
2016-09-26,Visa purchase,VILLAGE STORE BERKHAMSTED GB,8.59,,3073.43
2016-09-27,Contactless Payment,DELIMARCHE ST ALBANS GB,2.80,,3070.63
2016-09-27,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,17.89,,3052.74
2016-09-28,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3042.74
2016-09-28,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,3040.09
2016-09-28,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,10.68,,3029.41
2016-09-29,Direct debit SPECSAVERS FINANCE,SPECSAVERS FINANCE,13.00,,3016.41
2016-09-29,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3006.41
2016-09-29,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,3003.76
2016-09-29,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,2.95,,3000.81
2016-09-29,Visa purchase,VILLAGE STORE BERKHAMSTED GB,6.49,,2994.32
2016-09-29,Contactless Payment,ICELAND HEMEL HEMPSTE GB,8.25,,2986.07
2016-09-30,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,258.17,3244.24
2016-09-30,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,8.53,,3235.71
2016-09-30,Contactless Payment,ICELAND HEMEL HEMPSTE GB,10.50,,3225.21
2016-10-01,ATM Withdrawal LINK,Withdrawal 30 September 2016,30.00,,3195.21
2016-10-01,Visa purchase,AMAZON UK RETAIL AMAZON.C AMAZON.CO.UK LU,7.95,,3187.26
2016-10-01,Contactless Payment,THE PLOUGH BERKHAMSTED GB,8.00,,3179.26
2016-10-01,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,32.74,,3146.52
2016-10-03,Direct debit VIRGIN MONEY,VIRGIN MONEY,50.00,,3096.52
2016-10-03,Visa purchase GOOGLE *Tinder,GOOGLE *Tinder g.co/payhelp# GB,3.10,,3093.42
2016-10-03,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,18.30,,3075.12
2016-10-03,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,18.35,,3056.77
2016-10-04,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,8.50,,3048.27
2016-10-04,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,12.35,,3035.92
2016-10-05,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3025.92
2016-10-05,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,16.99,,3008.93
2016-10-06,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,30.85,,2978.08
2016-10-07,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,299.45,3277.53
2016-10-08,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,3274.64
2016-10-08,ATM Withdrawal LINK,ATM Withdrawal LINK,40.00,,3234.64
2016-10-10,Visa purchase,CARD FACTORY HEMEL HEMPSTE GB,0.89,,3233.75
2016-10-10,Contactless Payment,TFL.GOV.UK/CP TFL TRAVEL CH GB,2.40,,3231.35
2016-10-10,Contactless Payment,CROWN BERKHAMSTED GB,6.50,,3224.85
2016-10-10,Contactless Payment,CROWN BERKHAMSTED GB,10.49,,3214.36
2016-10-10,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,14.09,,3200.27
2016-10-10,Visa purchase,LONDON MIDLAND SEL BERKHAMSTED GB,15.10,,3185.17
2016-10-10,Visa purchase,RIVER ISLAND 132 HEMEL HEMPSTE GB,18.00,,3167.17
2016-10-10,Contactless Payment,STRONGROOM BAR LONDON GB,26.50,,3140.67
2016-10-10,Visa purchase,ECC EAST LONDON LONDON GB,35.44,,3105.23
2016-10-10,Visa purchase,T K MAXX HEMEL HEMSTEA GB,10.04,,3095.19
2016-10-10,Contactless Payment,TESCO STORES 2663 HEMEL HEMPSTE GB,24.69,,3070.50
2016-10-11,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,3067.85
2016-10-12,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,3065.20
2016-10-12,Contactless Payment,SHELL DACORUM HEMEL HEMPSTE GB,7.49,,3057.71
2016-10-12,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,30.00,,3027.71
2016-10-13,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3017.71
2016-10-13,Contactless Payment,DELIMARCHE ST ALBANS GB,4.04,,3013.67
2016-10-13,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,11.90,,3001.77
2016-10-14,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,218.48,3220.25
2016-10-15,Contactless Payment,DELIMARCHE ST ALBANS GB,2.89,,3217.36
2016-10-17,Direct debit EE & T-MOBILE,EE & T-MOBILE,43.59,,3173.77
2016-10-17,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,5.99,,3167.78
2016-10-17,Contactless Payment,RED SQUIRREL BREWING C BERKHAMSTED H GB,6.20,,3161.58
2016-10-17,Contactless Payment,RED SQUIRREL BREWING C BERKHAMSTED H GB,10.50,,3151.08
2016-10-17,Contactless Payment,TESCO STORES 3343 WARNERS END GB,10.15,,3140.93
2016-10-18,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,16.95,,3123.98
2016-10-19,ATM Withdrawal LINK,ATM Withdrawal LINK,10.00,,3113.98
2016-10-19,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,11.99,,3101.99
2016-10-20,ATM Withdrawal LINK,ATM Withdrawal LINK,30.00,,3071.99
2016-10-20,Visa purchase,Amazon UK Marketplace 800-279-6620 LU,5.99,,3066.00
2016-10-21,Bank credit NHS PROF 75219,Bank credit NHS PROF 75219,,258.17,3324.17
2016-10-21,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,11.90,,3312.27
2016-10-22,ATM Withdrawal LINK,ATM Withdrawal LINK,30.00,,3282.27
2016-10-22,Contactless Payment,DELIMARCHE ST ALBANS GB,2.79,,3279.48
2016-10-22,Visa purchase NETFLIX.COM,NETFLIX.COM 866-716-0414 NL,7.49,,3271.99
2016-10-22,Visa purchase,Amazon UK Retail AMAZON.CO.UK LU,13.60,,3258.39
2016-10-24,Contactless Payment,THE GOAT BERKHAMSTED GB,10.00,,3248.39
2016-10-24,Contactless Payment,KINGS ARMS HOTEL BERKHAMSTED GB,10.20,,3238.19
2016-10-24,Contactless Payment,WAITROSE 223 BERKHAMSTED GB,13.41,,3224.78
2016-10-24,Visa purchase,TESCO STORES 2663 HEMEL HEMPSTE GB,47.27,,3177.51
2016-10-26,Visa purchase,ASDA STORES LTD HEMEL HEMPSTE GB,18.97,,3158.54
2016-10-27,Bank credit GBS RE MOJ - HMCTS,Bank credit GBS RE MOJ - HMCTS,,623.47,3782.01
2016-10-27,Contactless Payment,DELIMARCHE ST ALBANS GB,2.65,,3779.36
